,Unnamed: 0,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
19,174432,8003811e35d2407c83bd78bdffd1e14b,Ж,1980,2002-01-11,R,Стерлитамак,0,Договор на текущий счет для дебетовой карты,c172a00ed4880fb5d8174ad248e306b4,Visa Platinum Rewards,2021,2021,0,0,0,0,20000,20000,dc
20,174592,39673f3cbacc0286b995cb98f9ec0490,Ж,1997,2014-09-12,R,Уфа,0,Договор на текущий счет для дебетовой карты,b18fe86eba5bfe7789c591cbb6ff33aa,Visa Platinum Rewards,2021,-1,0,0,300,0,11000,11000,dc
21,174633,207608940b976690a7e4cedbf9b73ea9,Ж,1972,2013-01-11,R,Стерлибашево,0,Договор на текущий счет для дебетовой карты,2c068cb62d91a3801746acdeae175bc6,MasterCard Electronic,2021,-1,38400,1,1400,100,38900,39000,dc
22,174645,1ffee738d0f66f3c5ceb18a2c99de175,Ж,1950,2007-11-16,R,Ейск,15000,Кредитная карта,7dd04ba2082946213d50756504147cb9,-1,-1,-1,1000,1,0,0,1000,1000,dc
23,174747,35fd4ba496a299b2e8786f379fd988b3,М,1995,2020-09-03,R,Воскресенск,0,Договор на текущий счет для дебетовой карты,e26c346f9e47b0fece39953cbcc08305,-1,-1,-1,0,0,0,0,0,0,dc
24,214655,38581cc4b0e65b878a94fad2ea70e251,Ж,1980,2014-12-15,R,Уфа,0,Договор на текущий счет для дебетовой карты,6f4e8ad87a2213ef4f7dccb9fa624fad,Visa Platinum Rewards,2021,-1,0,0,100,0,3900,3900,dc
25,174880,fcc1061190a95ad668881d482056ce25,Ж,1972,2015-12-25,R,Клинцы,0,Договор на текущий счет для дебетовой карты,730f6d2d078214d0550fe414d7249826,Visa Platinum Rewards,2021,2021,1100,1,200,0,1100,1100,dc
26,175069,5bb3021e47791d227710c324f23819a6,М,1984,2020-12-17,R,Ковров,0,Договор на текущий счет для дебетовой карты,062281a4f330c1f46956c0e84ac1d474,Visa Rewards,2021,2021,0,0,0,0,0,0,cc
27,175186,fa0f871c83d2ed4a4761530608526a70,М,2003,2021-09-02,R,Кемерово,0,Договор на текущий счет для дебетовой карты,da8e185db0c0a737a49f3d2d46a181b9,-1,-1,-1,0,0,0,0,0,0,dc
28,281951,420c1838b66013bba3c64743d8052b26,Ж,1991,2017-11-29,R,Новокузнецк,0,Договор на текущий счет для дебетовой карты,858146971ee8f23190699e2ff8b2074a,МИР Debit,2021,-1,17500,36,3800,5700,25000,27900,dc
29,175705,62acbcc8c9ed98c7ccca01fb720dee17,М,1958,2016-10-14,R,Уфа,140000,Кредитная карта,2738c124184b06ffd41331033877a7d0,-1,-1,-1,139800,6,0,0,161800,161800,dc
30,175961,1ffee738d0f66f3c5ceb18a2c99de175,Ж,1950,2007-11-16,R,Ейск,0,Договор на текущий счет для дебетовой карты,4ef4d4ce970f76dacb933a75de64c14c,Visa Rewards,2021,2021,1000,1,0,0,1000,1000,cc
31,217872,91fecfc2eae0bee2888babc150a2daa7,М,1980,2020-03-20,R,Октябрьский,24000,Кредитная карта,393eeba6e7a1ecc7728dfb7e1640c095,-1,-1,-1,0,0,0,100,300,300,dc
32,176068,a6e585e17797f5c78b928610b7ec5111,М,1987,2020-08-11,R,Уфа,0,Договор на текущий счет для дебетовой карты,2afdb6e9b893414991d05abf0c6d3a5a,Visa Platinum Rewards,2021,-1,1000,4,300,0,5000,5000,dc
33,229718,472939cdf8f84dce1b6c0fcfe3033319,М,1975,2019-01-18,R,Октябрьский,0,Договор на текущий счет для дебетовой карты,9b620192b6acccc26ea2bd2570d56e44,VISA Classic,2021,-1,100,2,200,100,26400,26400,dc
34,176217,556447603a28082dabc922f835f8ecf5,М,1968,2012-06-04,R,Дюртюли,0,Договор на текущий счет для дебетовой карты,4ea75336abf748e20fd52280b163468c,Visa Platinum Rewards,2021,2022,2000,2,400,0,2000,2000,dc
35,176250,5f983b3290dab0a1cde4b21ae77dcfb7,М,1984,2021-08-24,R,Иркутск,0,Договор на текущий счет для дебетовой карты,888c6552200335c35bd07000d457442e,Visa Platinum Rewards,2021,2021,11900,27,13000,0,67800,67800,dc
36,183486,9c0187854df7a54378f1bc9e87261ece,М,1991,1900-01-01,R,Уфа,0,Договор на текущий счет для дебетовой карты,70f691fc2ba0b3af1f3b4d80748a4bce,Visa Platinum Rewards,2021,-1,200,1,1500,6400,33400,39800,dc
37,176347,149cf573eb4ac9428149819bc710967d,М,1969,2021-09-09,R,Ульяновск,0,Договор на текущий счет для дебетовой карты,f2132599f5be502241ded00539edf975,Visa Platinum Rewards,2021,-1,1000,1,128200,0,474700,474700,dc
38,176449,8d158b16c881f221ec6f1e7149058b79,М,1984,2013-03-13,R,Брянск,0,Договор на текущий счет для дебетовой карты,a141a978c61350fb2b129130182ce0b4,Visa Platinum Rewards,2021,-1,100,1,5000,0,283000,283000,dc
39,176453,8d472df022b9b4d1e517180611e9f2db,М,1973,2008-09-16,R,Месягутово,0,Договор на текущий счет для дебетовой карты,068cebfeb72614f9bcc9f31ee38bb8fb,Visa Platinum Rewards,2021,-1,51500,1,56200,10000,369900,379900,dc
40,176460,cda9a1f1a1df2dfa92a8e898c64e6032,Ж,1983,2018-05-11,R,Брянск,0,Договор на текущий счет для дебетовой карты,e551b56aaf71c3ad6e3d69be7deb8a69,Eurocard/MasterCard World,2021,-1,0,0,0,0,1484900,1484900,dc
41,176501,1bf32aa5de50effd38cc2951933a96dc,Ж,1986,2004-09-22,R,Новороссийск,0,Договор на текущий счет для дебетовой карты,ebea21aacee90747633ca555572e5e48,Visa Platinum Rewards,2021,2021,1000,1,100,0,1000,1000,dc
42,276116,2dca95c4ceeab2e66589c445d6f51fc1,Ж,1986,2007-05-11,R,Уфа,0,Договор на текущий счет для дебетовой карты,ad647cc74b13081ecf4dbd2161092985,МИР СКБ ЗП,2021,-1,11500,13,64200,96800,29900,125800,dc
43,176715,790d87860b2bfbb462d9e34965d73ff5,Ж,1982,2009-04-02,R,Армавир,0,Договор на текущий счет для дебетовой карты,b9af9b007c66f0a4ece02a94610b551a,Visa Platinum Rewards,2021,2022,0,0,50000,0,500000,500000,dc
44,259489,0e1d0c84c054f9b828d75f598f0b0c3e,Ж,1992,2021-09-27,R,Москва,0,Договор на текущий счет для дебетовой карты,9c1aae67ef26e5f61f1ccb28ca99d665,VISA Gold,2021,-1,21800,22,3400,300,259100,255700,dc
45,204082,5a65669140b8655f740ad54b4f9ab129,Ж,1994,2012-09-17,R,Старосубхангулово,30000,Кредитная карта,fddbb4a796717b08ca9c6145901a468a,-1,-1,-1,18800,11,0,0,20200,20200,dc
46,265628,d9bc0aca029c3164819fed08af14a1d7,М,1989,2019-10-16,R,Магнитогорск,0,Договор на текущий счет для дебетовой карты,154fab8a7ab2e6283486e218f09dafc9,Eurocard/MasterCard Gold,2021,-1,15500,24,8900,16800,39400,55500,dc
47,181940,49dc28d35eadca0b542ce85291efd053,Ж,1998,2021-09-06,R,Туапсе,0,Договор на текущий счет для дебетовой карты,246bcc16a45789214ab8b51260df885c,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,500,2,300,0,1400,700,dc
48,217252,5201bd70a12245b8a21406a049de7ba4,Ж,2006,2021-09-13,R,Краснодар,0,Договор на текущий счет для дебетовой карты,86e576e99bf318a300781ad066ed72f8,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,1100,15,200,0,1100,700,dc
49,177115,b1974e0c6849c14aec343b4e4313407a,М,1981,2015-02-11,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,68001855052118bd8638cccd1f346339,VISA Infinite,2021,2022,0,0,0,0,0,0,dc
50,177241,89e6b70034336164053a09f24394f800,М,1981,2011-02-11,R,Дубна,0,Договор на текущий счет для дебетовой карты,c6dafc45671c7c39c068a6708638e3a9,Visa Rewards,2021,2022,93500,3,0,0,93500,93500,cc
51,177363,7e3b94b7971262871bb5f165cbd1185d,М,1971,2021-09-20,R,Краснодар,0,Договор на текущий счет для дебетовой карты,d9d81f2bf349d91c5d240c8acdcf7a32,-1,-1,-1,0,0,0,0,0,0,dc
52,177371,6cad236dd64a4a34214e4198f9eedd03,М,1998,2021-09-21,R,Москва,0,Договор на текущий счет для дебетовой карты,eb2c031efa17f1aa2176549ad7ae71ba,Visa Platinum Rewards,2021,-1,1500,4,1100,0,30000,30000,dc
53,206037,bef6f84dcf62317c6fa4dcd360d0c700,Ж,1995,2021-09-21,N,Москва,0,Договор на текущий счет для дебетовой карты,17afd788092b3720de6b4a571778c680,VISA Classic,2021,-1,700,5,2600,0,82700,82700,dc
54,177409,9808f342dfb3364d14ad0d4e9976f9d5,Ж,1972,2016-10-21,R,Москва,0,Договор на текущий счет для дебетовой карты,24d5b1c48c9255a222606fa6a43e423c,Visa Platinum Rewards,2021,-1,228700,56,33500,700,512300,513000,dc
55,190504,39ba0580f84fc53903efb14efb0db0a3,М,1964,2007-02-19,R,Москва,300000,Кредитная карта,4a5ecb9546a2e8ad9f480c9798b81cd6,-1,-1,-1,153400,107,0,0,293400,293400,dc
56,177519,41c6fcee6e3eaf3567874acf0b917044,М,1957,2016-10-17,R,Давлеканово,0,Договор на текущий счет для дебетовой карты,06be768050ff86e51f1711c32d5999cb,VISA Classic Light,2021,2021,0,0,0,0,2000,2000,dc
57,185657,e0e6936642cc28cb0be327afdbee1c45,М,1969,2003-03-18,R,Чишмы,0,Договор на текущий счет для дебетовой карты,6a76261ca327114efeb86a8de1dc18ba,-1,-1,-1,0,0,100,100,0,100,dc
58,177667,d5d0c0fd9f355ce12380328e24d71f91,М,1970,2021-09-10,R,Сарапул,0,Договор на текущий счет для дебетовой карты,ba6f46a45af84a1f8a71b01b2f02f4cb,Visa Platinum Rewards,2021,2022,2000,1,1100,5400,6000,11400,dc
59,274914,65bcdd645260d65e6b286d82a4dc60d8,М,1966,2007-06-01,R,Челябинск,150000,Кредитная карта,fff072485e23eae72c6bcd502c8ce855,-1,-1,-1,149900,1,1700,0,287100,287100,dc
60,177866,ffbe71dc4f500b94b7ed9eceb7a57867,Ж,1977,2021-07-07,R,Москва,0,Кредитная карта,df41104dfb803dc4d9c16e6d0e7c8b07,-1,-1,-1,0,0,0,0,0,0,dc
61,177871,2014a2893cb580cce31b5aba62f9f0c6,Ж,1998,2017-10-27,R,Белорецк,0,Договор на текущий счет для дебетовой карты,cb1eb3ea3741876bc036239dccae79cd,-1,-1,-1,0,0,200,500,0,500,dc
62,198241,2014a2893cb580cce31b5aba62f9f0c6,Ж,1998,2017-10-27,R,Белорецк,0,Договор на текущий счет для дебетовой карты,cb1eb3ea3741876bc036239dccae79cd,-1,-1,-1,0,0,900,1000,0,500,dc
63,259024,2014a2893cb580cce31b5aba62f9f0c6,Ж,1998,2017-10-27,R,Белорецк,0,Договор на текущий счет для дебетовой карты,cb1eb3ea3741876bc036239dccae79cd,-1,-1,-1,0,0,1300,1500,0,500,dc
64,194388,a09b240d33eba704b1ae78bf49b78e61,Ж,1972,2010-03-29,R,Уфа,0,Договор на текущий счет для дебетовой карты,aa3f7b7786fb591ad6872fc6e49e383b,MasterCard Electronic,2021,-1,2100,2,6600,1100,27800,28800,dc
65,203633,3ea1955a146dcd53c394399ec169696a,М,1981,2020-09-07,R,Раменское,270000,Кредитная карта,a1e79726cc188d988c6122f66ad30bbf,-1,-1,-1,25000,102,0,0,53300,53300,dc
66,197622,d358b785d73b9597d4c31427586f9ba4,М,1986,2021-02-18,R,Тула,0,Договор на текущий счет для дебетовой карты,ae86d44c00188ebff4185fc13bbba3aa,Visa Platinum Rewards,2021,2022,1500,1,0,0,1500,1500,dc
67,196016,6c8631d778384032cf9583c70a2dab7e,Ж,1989,2011-03-10,R,Уфа,0,Договор на текущий счет для дебетовой карты,ae01d0b85c439cb64f487312c650afa6,"Дебет карта ПС МИР ""Бюджетная""",2021,2021,0,0,0,0,16200,16200,dc
68,178329,d9068808016d7653e4bdd55d65fe7a29,М,1969,2020-09-09,R,Пермь,0,Договор на текущий счет для дебетовой карты,0dde9c0a1e8e2cede7ef2070427a9025,Visa Platinum Rewards,2021,-1,1200,11,0,0,11400,11400,dc
69,203634,3d059598f1ce214e48ddd60c59010efb,Ж,1973,2011-09-02,R,Кумертау,50000,Кредитная карта,05714d2ae9e8ed2c90851be3d1fbb20c,-1,-1,-1,31500,30,0,0,45900,45900,dc
70,178494,e0f9d9a1145a7019d80932ba36b38ebf,Ж,1995,2021-09-21,N,Москва,0,Договор на текущий счет для дебетовой карты,4f5e668f6c6db36750492ded53eebf5e,-1,-1,-1,0,0,0,0,0,0,dc
71,178691,731e488962f29e05719a487660a2dcf2,Ж,1964,2018-07-02,R,Москва,0,Договор на текущий счет для дебетовой карты,f3c6fe6b77ee80080de958e609c26103,Visa Rewards,2021,-1,3100,10,0,0,30000,30000,cc
72,265504,adf572df8b3985d0740541ffcb932a7a,Ж,1970,2021-10-08,R,Златоуст,0,Договор на текущий счет для дебетовой карты,2a9566899c190d8193f5a9bfde3322e3,Visa Platinum Rewards,2021,-1,24800,80,63900,79900,25600,51200,dc
73,178780,a702137464df3706e4c61c975130a71f,М,1980,2013-08-12,R,Ростов-на-Дону,0,Договор на текущий счет для дебетовой карты,2f9f810024d37f5aa4c7409019d000f6,Visa Platinum Rewards,2021,-1,3400,2,4500,100,210900,211000,dc
74,280000,ef4e85eee59f8671cff001092a752000,М,1997,2021-10-25,R,Тула,0,Договор на текущий счет для дебетовой карты,5fed8d7def1a99252ed9f493c5ff732b,VISA Gold,2021,-1,2400,29,300,0,3900,3900,dc
75,245993,4b7643c13b58804c37e6cc663954c3a9,М,1969,2019-04-24,R,Ижевск,120000,Кредитная карта,aeb3eeac0db04870d8a8884d2aeb2a0d,-1,-1,-1,29500,105,0,0,29600,29600,dc
76,178996,5dc913aa1bf6d219104cf0faa7df4b75,М,1994,2021-09-14,N,Москва,0,Договор на текущий счет для дебетовой карты,f170e581d6fd0cb8a1f1435cd5f23c04,-1,-1,-1,0,0,0,0,0,0,dc
77,179025,dbb3350430d241e6abd3cc2d3f7d2354,Ж,1995,2021-10-20,R,Волгоград,0,Договор на текущий счет для дебетовой карты,6aee332954657f5ba020cebbe5b3ce4e,-1,-1,-1,0,0,0,0,0,0,dc
78,179036,338a012e73e02122f79d8f4982dc32c9,М,1970,2016-05-20,R,Пермь,0,Договор на текущий счет для дебетовой карты,b8bc59c53ad68930aa4f58756c720353,Eurocard/MasterCard World,2021,-1,2000,1,11800,19000,1045800,1064900,dc
79,179122,5c932f5e4a30b91d44786e3480c73731,Ж,1980,2000-10-01,R,Уфа,0,Договор на текущий счет для дебетовой карты,9695995097afb0cceeefc88c4ee3f253,-1,-1,-1,0,0,0,0,0,0,dc
80,179141,f773fb662f4ba3e1a262a0fea366d945,Ж,1974,2021-10-20,R,Владимир,0,Договор на текущий счет для дебетовой карты,c90ce1dcc79c4310e3acc349a16168eb,Visa Rewards,2021,-1,10800,23,0,0,9100,9100,cc
81,179200,f5be8f2f359edb179dca9f4170a26652,Ж,1989,2015-04-27,R,Уфа,0,Договор на текущий счет для дебетовой карты,a6597cd62b1bdb1df3604046407435c2,Visa Platinum Rewards,2021,2022,0,0,0,0,0,0,dc
82,215612,01c217086dfae28df8a76099a18a584e,Ж,1982,2009-10-26,R,Новороссийск,0,Договор на текущий счет для дебетовой карты,fef96d6a1b24c093d3b3172b1f04c188,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,19400,161,8800,19100,49300,63100,dc
83,204480,12c43eb7c970b4976f8ad9df0ce38db5,Ж,1982,2010-09-15,R,Уфа,0,Договор на текущий счет для дебетовой карты,f0d0902984e6a7267137fc00be2b8c5d,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,0,0,0,0,33600,33600,dc
84,218060,7b1e83777879b15c69aee94a5f33e831,М,1972,2013-12-10,R,Уфа,30000,Кредитная карта,425fe50cbe8c9086eb712b6d552b17e3,-1,-1,-1,40000,1,2600,0,70200,70200,dc
85,206703,eea5fc914276ad735830840f7b606829,Ж,1973,2021-09-21,R,Омск,0,Договор на текущий счет для дебетовой карты,908e764e67397dd99b9f4e4081bef75a,Visa Platinum Rewards,2021,-1,0,0,200,0,11900,10400,dc
86,179363,1e0ce54f1ff70130f038967470d780df,Ж,1964,2011-07-01,R,Дубна,0,Договор на текущий счет для дебетовой карты,13be05e79217652679ae56e0a06628bb,Visa Rewards,2021,2022,1800,2,0,0,2500,2500,cc
87,179492,b066ad6140e1f70ebfbfb1764d891740,Ж,1972,2014-04-17,R,Дюртюли,35000,Кредитная карта,fa0b48142edfeae2755916801307fb78,-1,-1,-1,7200,8,0,0,65200,65200,dc
88,197604,9e2731b029be87934b0724f730319820,Ж,1992,2010-09-16,R,Уфа,0,Договор на текущий счет для дебетовой карты,6d60b7be99c659c36318e921c8e96567,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,0,0,0,0,16200,16200,dc
89,277020,bab66bf16aaaf72396cbd0118047c647,Ж,2004,2021-10-12,R,Белорецк,0,Договор на текущий счет для дебетовой карты,5ac9f140522b92b6be2d427cbd784a7e,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,200,3,300,300,2900,2200,dc
90,196949,3ea1955a146dcd53c394399ec169696a,М,1981,2020-09-07,R,Раменское,0,Договор на текущий счет для дебетовой карты,79d327f24abfdccbcb0626edb0de445d,Visa Rewards,2021,-1,25000,102,0,0,53300,53300,cc
91,179612,6ea5e8c201907185f4af41f104cae687,Ж,1993,2008-09-08,R,Уфа,0,Договор на текущий счет для дебетовой карты,868cc0c36ce375ac46de511907b6a9e0,Visa Platinum Rewards,2021,-1,0,0,500,0,2900,2900,dc
92,179674,2bed3cecc0428bb4e6111d092ffae9c7,М,1967,2007-02-13,R,Ишимбай,0,Договор на текущий счет для дебетовой карты,28e22a9da530e00afa42caec21df34af,Visa Platinum Rewards,2021,-1,0,0,22600,0,500000,500000,dc
93,179696,60a471d389e92a9606c0bab181e7d8e7,М,1985,2021-10-20,R,Набережные Челны,150000,Кредитная карта,1a963c96330f103d17bb39396d4ce050,-1,-1,-1,100,1,0,0,150000,150000,dc
94,179727,6ee8c1727bb95f25c2cfabf4d32e3951,М,1985,2020-05-25,R,Нижний Новгород,0,Договор на текущий счет для дебетовой карты,9a2053dde5400f876f7399d8f4684538,-1,-1,-1,0,0,0,0,0,0,dc
95,179802,f0e393eeaa3126e27c62f458fc49830c,М,1962,2016-10-17,R,Москва,0,Договор на текущий счет для дебетовой карты,05e1ea9cfacbb5779651633a133ef76d,Visa Platinum Rewards,2021,-1,1000,1,9800,0,301000,301000,dc
96,251367,c4d98a7a114511f335bbdfa52f12a7f3,М,1968,2010-03-15,R,Киселёвск,0,Договор на текущий счет для дебетовой карты,77063b5912d8769e17c772dde5c33b6c,Visa Rewards,2021,2022,0,0,0,0,300,300,cc
97,278198,56cf6ff4db9e244b5f91d1202ed4342f,Ж,1978,2007-09-05,R,Бирск,0,Договор на текущий счет для дебетовой карты,52d4eeeeac1d7fe5df07d555851be37d,МИР СКБ ЗП,2021,-1,300,2,1100,1000,300,400,dc
98,180196,50704149b3503a31fbbf3688ab720bdf,Ж,1973,2021-09-30,R,Муром,0,Договор на текущий счет для дебетовой карты,4aff4d72008793b2f7a374882a872609,-1,-1,-1,0,0,0,0,0,0,dc
99,180271,60a471d389e92a9606c0bab181e7d8e7,М,1985,2021-10-20,R,Набережные Челны,0,Договор на текущий счет для дебетовой карты,380069201bf984b76b8812f78d379aef,Visa Rewards,2021,2022,100,1,0,0,150000,150000,cc
100,180400,1f3d99d251db0348cf85d8e90ad9c9ea,Ж,1988,2011-04-20,R,Курган,0,Договор на текущий счет для дебетовой карты,ef896ce61da0e6870ffe3bead4526ed7,Visa Platinum Rewards,2021,2022,1200,3,200,0,1200,1200,dc
101,230266,e7fa4dd217e05002c1ec0505c44f49be,М,1973,2014-05-13,R,Кореновск,0,Договор на текущий счет для дебетовой карты,4e338c5eba78c2b2ad6ad18f6598df7f,Visa Rewards,2021,-1,59400,65,0,0,336200,336200,cc
102,288174,d58ab1e70128c2f1c8572d95f8d27f00,М,1998,2021-10-29,N,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,92d6e81871c9cf15ca0fbded8679cf8d,Visa Platinum Rewards,2021,-1,1500,2,3600,300,1013000,1013300,dc
103,180489,ba6a18404a219f5682db05eddb114e36,М,1997,2021-03-16,N,Москва,0,Договор на текущий счет для дебетовой карты,82414b1abd22ccdd256a89313adb51d3,Visa Platinum Rewards,2021,-1,0,0,400,0,4200,4200,dc
104,196542,c370beab13b58dc0859b36e0eaf0e4e2,М,1988,2008-02-19,R,Краснодар,0,Договор на текущий счет для дебетовой карты,20ee7593f88829c048138114f72a7cb1,Visa Platinum Rewards,2021,-1,17900,36,4100,9500,72800,75700,dc
105,180669,373823e699864786ec7dfdf0988e4911,Ж,1984,2021-09-21,R,Омск,0,Договор на текущий счет для дебетовой карты,44c407b7392709b5416aac1176882956,-1,-1,-1,0,0,0,0,0,0,dc
106,208417,5ea338e3025d20ebd2ae2525de8439ed,Ж,2001,2020-12-09,R,Мелеуз,0,Договор на текущий счет для дебетовой карты,16d8032f027542405e1924e559e2252c,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,1000,1,6800,17200,80300,97500,dc
107,214978,42b4c2dd0415ed2c13946e539e4cf931,М,1984,2004-01-01,R,Мраково,0,Договор на текущий счет для дебетовой карты,0f4eb61bb53b38291420628b708b9088,Visa Platinum Rewards,2021,-1,64400,46,19600,900,136200,132000,dc
108,180798,9978f5a5791d1561857b5eb8b0c587c7,Ж,1971,2013-06-13,R,Бирск,0,Договор на текущий счет для дебетовой карты,4d07e706152d0be43c4b6bfd82ff4b25,Visa Platinum Rewards,2021,-1,0,0,0,0,0,0,dc
109,180917,d90697a9c1b90bdee0254528ae5d7f88,М,1982,2013-05-20,R,Москва,0,Договор на текущий счет для дебетовой карты,67f62564e0e4a5ad5e33b7e217148c92,Visa Platinum Rewards,2021,-1,4400,13,4100,1800,98200,100000,dc
110,257973,d1c4663a29f9708f0a391d9565368d55,Ж,1969,2008-05-19,R,Краснодар,300,Договор на текущий счет для дебетовой карты,859d551a8eb5d541754e01fed7137618,МИР Debit,2021,-1,50300,14,3900,0,78600,78000,dc
111,181043,fdb01aa873644c4c41e6609b2ad97254,М,1980,2021-09-09,R,Сочи,0,Договор на текущий счет для дебетовой карты,8310551d7253e7f5e24a76419f5b3946,Visa Platinum Rewards,2021,-1,1000,3,0,0,1000,1000,dc
112,217985,5229913abb54e7c391c50f5c8f4bfb2f,М,1973,2020-01-10,R,Новосибирск,30000,Кредитная карта,de824890561afd57a6efac0cf37e4807,-1,-1,-1,8400,7,0,0,23500,23500,dc
113,235693,b5a2bd82f66ab4bd9238c3e2028b1be3,Ж,1978,2021-10-20,R,Волгоград,0,Договор на текущий счет для дебетовой карты,cca2dd53a823b75898923de6280d821e,МИР Debit,2021,-1,22800,25,5500,0,43800,40100,dc
114,181190,fb0d95eef7356952423f25c4675aaa8d,Ж,1960,2013-10-08,R,Верхние Татышлы,0,Договор на текущий счет для дебетовой карты,21b514de24b60a45ad22c95ac95e7174,Visa Platinum Rewards,2021,-1,0,0,0,0,0,0,dc
115,259348,61ec7020b161f5e2ce5b6d1816ed1f62,М,1981,2016-09-30,R,Уфа,0,Договор на текущий счет для дебетовой карты,9ff60441b46d75ce4016dff7eb67cfbd,VISA Classic,2021,-1,0,0,1200,500,45100,45600,dc
116,181420,e0a2d5fcc45f08f2fa57b8ca9db94958,М,1977,2021-08-24,R,Уфа,0,Договор на текущий счет для дебетовой карты,d1526cefe7029b5c8f0359220e16caa9,-1,-1,-1,0,0,0,0,0,0,dc
117,181423,b066ad6140e1f70ebfbfb1764d891740,Ж,1972,2014-04-17,R,Дюртюли,0,Договор на текущий счет для дебетовой карты,24746094dd4c2a51dc3be9e23b5fd9b2,Visa Rewards,2021,-1,7200,8,0,0,65200,65200,cc
118,207164,75d33620eda9f98b166c2ac1ffd4158f,Ж,1995,2017-04-04,R,Краснодар,0,Договор на текущий счет для дебетовой карты,6a2bafd5a67c58b73cd8a38837e3720c,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,0,0,1400,0,35200,35200,dc
119,181463,16c6fd11859b304490607279b1709e93,Ж,1992,2021-08-27,R,Брянск,15000,Кредитная карта,5e462a8462486bf4a3835dcfdbf2ff2b,-1,-1,-1,11300,32,0,0,12900,12900,dc
120,206881,f1514577a0577bd7ab9e0cfc9cd0c5fd,Ж,2001,2021-09-20,R,Уфа,0,Договор на текущий счет для дебетовой карты,0fbf78f33e99bf5b35ada7048abc6d59,-1,-1,-1,0,0,14400,20000,39800,55500,dc
121,193624,0dad9c30ea579f9b0a04c2a0bc08ac54,Ж,1952,2021-10-19,R,Иркутск,0,Договор на текущий счет для дебетовой карты,c4bd398cf551aa7b9d15e351e1949cbc,Visa Platinum Rewards,2021,-1,31800,65,30600,37600,126200,145200,dc
122,268103,9dac108f71b36378338e9b2c85f56454,М,1965,2014-05-01,R,Омск,0,Договор на текущий счет для дебетовой карты,b5d634168d83ec266850911fb2cce582,Visa Rewards,2021,-1,15300,41,0,0,48400,48400,cc
123,212495,6d46c4f3302608e30946d3da27edcd69,М,2005,2021-10-01,R,Дюртюли,0,Договор на текущий счет для дебетовой карты,37ccfddccf625178e1b27f34d4f10fb3,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,2500,13,400,0,2900,2900,dc
124,192369,426fc79bf923d620ca2992d861676112,Ж,1968,2009-01-30,R,Уфа,0,Договор на текущий счет для дебетовой карты,d1a5ef18de9f40fd09a01127ca89378e,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,0,0,900,0,16200,16200,dc
125,181908,fb8b653f1cf9abac7622dab21f4b9eec,М,1978,2019-10-13,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,b5bcae72cea876b78ebda7fe3c67cfc9,Visa Rewards,2021,-1,0,0,0,0,64000,64000,cc
126,181911,daf8099c47c25fe5ec74445b06cb4566,М,1976,2021-02-25,R,Сарапул,0,Договор на текущий счет для дебетовой карты,874499515a63265b4de2e60a57d1e30f,Visa Platinum Rewards,2021,-1,0,0,0,0,0,0,dc
127,197505,3d059598f1ce214e48ddd60c59010efb,Ж,1973,2011-09-02,R,Кумертау,0,Договор на текущий счет для дебетовой карты,07426e8b5acc091e318c7fc3287037d4,Visa Rewards,2021,-1,31500,30,0,0,45900,45900,cc
128,182152,c863260b590b963a2768fa77844e2d60,М,1988,2021-09-28,R,Новосибирск,0,Договор на текущий счет для дебетовой карты,2544e8b285f40a0f118d9d73a6fcbd9e,Visa Platinum Rewards,2021,-1,2900,21,300,0,21400,21400,dc
129,204801,9af16077345ebca2aaf083fc75413a8c,Ж,1997,2020-03-25,R,Екатеринбург,0,Договор на текущий счет для дебетовой карты,935bbeaa648d900297a72b01de2601f7,Visa Platinum Rewards,2021,2022,45700,106,40200,61700,75300,131300,dc
130,182247,59cfdbb87252b9caf659746047ebf995,М,1980,2021-10-01,N,Сочи,0,Договор на текущий счет для дебетовой карты,bd4e91bb0f1e90f59273605aee04ec31,-1,-1,-1,0,0,0,0,0,0,dc
131,214708,7b1e83777879b15c69aee94a5f33e831,М,1972,2013-12-10,R,Уфа,0,Договор на текущий счет для дебетовой карты,c99725a63ad9107dea024a380784c25c,Visa Rewards,2021,2022,40000,1,1300,0,70200,70200,cc
132,182364,2c7b187ac91ff47029148866a69775db,М,2002,2021-07-26,N,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,c821bdc605aea8cd24b6f4760ee86fe6,VISA Gold,2021,2022,0,0,0,0,0,0,dc
